complaint,category,date,region
I need help since unsafe living conditions due to violence,Domestic Violence,2024-03-25,Chennai
family member threatening me and no action has been taken,Domestic Violence,2022-10-28,Hyderabad
I am facing an issue where husband physically abused me,Domestic Violence,2024-03-25,Delhi
This is regarding that domestic abuse by partner,Domestic Violence,2022-07-01,Mumbai
Facing mental harassment at home,Domestic Violence,2023-10-25,Bangalore
domestic abuse by partner and no action has been taken,Domestic Violence,2022-09-18,Delhi
Unsafe living conditions due to violence,Domestic Violence,2024-06-19,Delhi
I want to complain that family member threatening me,Domestic Violence,2024-04-27,Chennai
Family member threatening me,Domestic Violence,2022-08-25,Ahmedabad
I need help since domestic abuse by partner,Domestic Violence,2022-09-29,Chennai
This is regarding that family member threatening me,Domestic Violence,2022-10-15,Chennai
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2024-07-13,Mumbai
Please help as facing mental harassment at home,Domestic Violence,2022-11-28,Chennai
Please help as unsafe living conditions due to violence,Domestic Violence,2024-11-01,Mumbai
This problem occurred because facing mental harassment at home,Domestic Violence,2023-01-08,Hyderabad
I am facing an issue where family member threatening me,Domestic Violence,2022-04-06,Hyderabad
This is regarding that facing mental harassment at home,Domestic Violence,2024-06-19,Hyderabad
I am writing to report that facing mental harassment at home,Domestic Violence,2022-01-03,Mumbai
Please help as facing mental harassment at home,Domestic Violence,2023-07-17,Kolkata
I want to complain that unsafe living conditions due to violence,Domestic Violence,2023-12-03,Kolkata
This is regarding that domestic abuse by partner,Domestic Violence,2022-02-21,Bangalore
This problem occurred because facing mental harassment at home,Domestic Violence,2024-05-15,Mumbai
This problem occurred because facing mental harassment at home,Domestic Violence,2024-11-04,Kolkata
husband physically abused me and no action has been taken,Domestic Violence,2022-10-10,Mumbai
Family member threatening me,Domestic Violence,2024-11-20,Chennai
husband physically abused me and no action has been taken,Domestic Violence,2023-01-02,Pune
Family member threatening me,Domestic Violence,2024-05-27,Chennai
This is regarding that husband physically abused me,Domestic Violence,2024-02-03,Hyderabad
Please help as family member threatening me,Domestic Violence,2023-06-19,Chennai
I am writing to report that domestic abuse by partner,Domestic Violence,2022-04-18,Bangalore
I am facing an issue where facing mental harassment at home,Domestic Violence,2022-06-28,Mumbai
I want to complain that unsafe living conditions due to violence,Domestic Violence,2024-04-22,Ahmedabad
Please help as family member threatening me,Domestic Violence,2023-03-14,Pune
Please help as facing mental harassment at home,Domestic Violence,2023-06-06,Hyderabad
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2023-06-11,Mumbai
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2023-08-16,Ahmedabad
I am facing an issue where husband physically abused me,Domestic Violence,2024-03-04,Delhi
Please help as unsafe living conditions due to violence,Domestic Violence,2023-12-21,Pune
I need help since husband physically abused me,Domestic Violence,2022-07-11,Bangalore
I am facing an issue where domestic abuse by partner,Domestic Violence,2024-01-06,Mumbai
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2024-02-27,Chennai
I am facing an issue where husband physically abused me,Domestic Violence,2024-06-14,Pune
This is regarding that family member threatening me,Domestic Violence,2024-02-21,Ahmedabad
Please help as facing mental harassment at home,Domestic Violence,2024-02-23,Mumbai
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2022-08-14,Chennai
Husband physically abused me,Domestic Violence,2024-05-30,Bangalore
This is regarding that domestic abuse by partner,Domestic Violence,2023-01-21,Chennai
I want to complain that family member threatening me,Domestic Violence,2023-01-21,Bangalore
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2024-01-23,Ahmedabad
I am writing to report that facing mental harassment at home,Domestic Violence,2024-03-13,Pune
I am writing to report that family member threatening me,Domestic Violence,2023-09-02,Ahmedabad
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2024-10-30,Chennai
I want to complain that facing mental harassment at home,Domestic Violence,2023-07-08,Hyderabad
Please help as husband physically abused me,Domestic Violence,2023-01-11,Delhi
Kindly look into the matter: family member threatening me,Domestic Violence,2024-02-25,Bangalore
This is regarding that husband physically abused me,Domestic Violence,2023-12-09,Bangalore
I need help since domestic abuse by partner,Domestic Violence,2022-08-16,Ahmedabad
facing mental harassment at home and no action has been taken,Domestic Violence,2022-07-18,Ahmedabad
This is regarding that facing mental harassment at home,Domestic Violence,2024-02-10,Pune
I am writing to report that facing mental harassment at home,Domestic Violence,2024-04-21,Chennai
Please help as domestic abuse by partner,Domestic Violence,2023-05-26,Chennai
I am facing an issue where husband physically abused me,Domestic Violence,2022-07-25,Mumbai
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2024-06-29,Hyderabad
I am facing an issue where domestic abuse by partner,Domestic Violence,2024-03-30,Delhi
Please help as domestic abuse by partner,Domestic Violence,2024-09-30,Kolkata
I am writing to report that domestic abuse by partner,Domestic Violence,2022-08-31,Hyderabad
I need help since family member threatening me,Domestic Violence,2023-01-08,Bangalore
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2022-05-16,Mumbai
I am writing to report that husband physically abused me,Domestic Violence,2024-10-06,Pune
I need help since family member threatening me,Domestic Violence,2023-09-17,Mumbai
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2024-07-27,Hyderabad
Kindly look into the matter: family member threatening me,Domestic Violence,2023-07-11,Bangalore
I want to complain that family member threatening me,Domestic Violence,2023-09-26,Bangalore
I am writing to report that domestic abuse by partner,Domestic Violence,2022-01-04,Bangalore
I want to complain that family member threatening me,Domestic Violence,2022-01-12,Pune
This problem occurred because husband physically abused me,Domestic Violence,2024-12-17,Mumbai
Unsafe living conditions due to violence,Domestic Violence,2024-02-10,Pune
I am facing an issue where husband physically abused me,Domestic Violence,2024-12-05,Mumbai
I am facing an issue where family member threatening me,Domestic Violence,2024-04-11,Chennai
I need help since facing mental harassment at home,Domestic Violence,2024-06-05,Ahmedabad
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2022-11-01,Chennai
I need help since domestic abuse by partner,Domestic Violence,2023-04-15,Bangalore
This is regarding that facing mental harassment at home,Domestic Violence,2024-12-12,Mumbai
I want to complain that unsafe living conditions due to violence,Domestic Violence,2022-02-13,Chennai
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2023-11-21,Bangalore
I am writing to report that facing mental harassment at home,Domestic Violence,2023-07-16,Bangalore
I need help since family member threatening me,Domestic Violence,2023-09-24,Hyderabad
I need help since domestic abuse by partner,Domestic Violence,2023-11-16,Mumbai
I am writing to report that husband physically abused me,Domestic Violence,2022-05-06,Kolkata
This is regarding that domestic abuse by partner,Domestic Violence,2022-10-24,Bangalore
I need help since unsafe living conditions due to violence,Domestic Violence,2023-10-24,Kolkata
I am facing an issue where family member threatening me,Domestic Violence,2024-06-17,Mumbai
I need help since facing mental harassment at home,Domestic Violence,2024-02-17,Delhi
I am writing to report that domestic abuse by partner,Domestic Violence,2023-01-08,Kolkata
I am facing an issue where domestic abuse by partner,Domestic Violence,2024-09-26,Chennai
Unsafe living conditions due to violence,Domestic Violence,2023-05-31,Ahmedabad
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2023-07-13,Mumbai
I am facing an issue where husband physically abused me,Domestic Violence,2022-04-01,Mumbai
I want to complain that facing mental harassment at home,Domestic Violence,2024-11-27,Chennai
husband physically abused me and no action has been taken,Domestic Violence,2023-10-04,Bangalore
I need help since family member threatening me,Domestic Violence,2022-09-15,Pune
Please help as facing mental harassment at home,Domestic Violence,2023-05-19,Delhi
domestic abuse by partner and no action has been taken,Domestic Violence,2022-02-14,Mumbai
This problem occurred because husband physically abused me,Domestic Violence,2023-10-22,Hyderabad
This problem occurred because domestic abuse by partner,Domestic Violence,2024-10-15,Pune
facing mental harassment at home and no action has been taken,Domestic Violence,2023-09-01,Kolkata
I am writing to report that family member threatening me,Domestic Violence,2023-11-15,Bangalore
facing mental harassment at home and no action has been taken,Domestic Violence,2022-08-01,Hyderabad
This is regarding that domestic abuse by partner,Domestic Violence,2024-05-09,Chennai
I need help since family member threatening me,Domestic Violence,2024-01-31,Ahmedabad
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2022-07-30,Mumbai
domestic abuse by partner and no action has been taken,Domestic Violence,2023-01-19,Chennai
This problem occurred because family member threatening me,Domestic Violence,2024-11-17,Chennai
This is regarding that domestic abuse by partner,Domestic Violence,2023-09-17,Bangalore
I am writing to report that husband physically abused me,Domestic Violence,2024-10-16,Hyderabad
This is regarding that family member threatening me,Domestic Violence,2024-01-29,Chennai
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2023-05-22,Mumbai
This is regarding that unsafe living conditions due to violence,Domestic Violence,2023-03-29,Bangalore
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2024-06-22,Delhi
Kindly look into the matter: family member threatening me,Domestic Violence,2024-08-19,Ahmedabad
I need help since domestic abuse by partner,Domestic Violence,2024-06-12,Delhi
Husband physically abused me,Domestic Violence,2023-09-07,Kolkata
I need help since facing mental harassment at home,Domestic Violence,2022-05-10,Hyderabad
I need help since facing mental harassment at home,Domestic Violence,2022-03-01,Pune
Husband physically abused me,Domestic Violence,2023-09-27,Ahmedabad
I am facing an issue where domestic abuse by partner,Domestic Violence,2022-05-16,Kolkata
I am writing to report that family member threatening me,Domestic Violence,2022-02-12,Bangalore
Husband physically abused me,Domestic Violence,2024-06-24,Delhi
Husband physically abused me,Domestic Violence,2022-12-20,Bangalore
I am writing to report that facing mental harassment at home,Domestic Violence,2024-08-26,Delhi
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2023-11-27,Bangalore
I want to complain that domestic abuse by partner,Domestic Violence,2022-10-07,Delhi
I am writing to report that husband physically abused me,Domestic Violence,2022-04-17,Chennai
This problem occurred because family member threatening me,Domestic Violence,2022-03-27,Ahmedabad
This problem occurred because facing mental harassment at home,Domestic Violence,2023-09-09,Ahmedabad
I want to complain that domestic abuse by partner,Domestic Violence,2022-08-24,Mumbai
Domestic abuse by partner,Domestic Violence,2024-01-10,Kolkata
I am facing an issue where husband physically abused me,Domestic Violence,2024-03-06,Mumbai
I want to complain that domestic abuse by partner,Domestic Violence,2022-09-05,Chennai
I want to complain that family member threatening me,Domestic Violence,2023-10-14,Ahmedabad
Domestic abuse by partner,Domestic Violence,2024-07-20,Mumbai
I need help since unsafe living conditions due to violence,Domestic Violence,2023-04-28,Kolkata
I want to complain that facing mental harassment at home,Domestic Violence,2023-05-23,Delhi
I need help since family member threatening me,Domestic Violence,2023-03-16,Kolkata
I am writing to report that domestic abuse by partner,Domestic Violence,2022-10-24,Delhi
I am writing to report that husband physically abused me,Domestic Violence,2023-02-16,Hyderabad
This problem occurred because facing mental harassment at home,Domestic Violence,2023-08-31,Hyderabad
Please help as facing mental harassment at home,Domestic Violence,2024-05-03,Delhi
husband physically abused me and no action has been taken,Domestic Violence,2023-11-12,Chennai
I need help since unsafe living conditions due to violence,Domestic Violence,2024-06-30,Bangalore
I need help since unsafe living conditions due to violence,Domestic Violence,2024-02-17,Kolkata
I am facing an issue where facing mental harassment at home,Domestic Violence,2022-05-30,Hyderabad
Facing mental harassment at home,Domestic Violence,2023-02-21,Kolkata
I am writing to report that facing mental harassment at home,Domestic Violence,2024-11-27,Chennai
I am writing to report that husband physically abused me,Domestic Violence,2024-05-03,Chennai
Husband physically abused me,Domestic Violence,2024-03-05,Bangalore
I am writing to report that family member threatening me,Domestic Violence,2024-04-03,Delhi
This problem occurred because family member threatening me,Domestic Violence,2022-03-18,Bangalore
This is regarding that husband physically abused me,Domestic Violence,2024-05-01,Hyderabad
family member threatening me and no action has been taken,Domestic Violence,2022-07-04,Kolkata
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2024-01-13,Delhi
I am facing an issue where domestic abuse by partner,Domestic Violence,2024-01-18,Pune
Please help as unsafe living conditions due to violence,Domestic Violence,2022-10-05,Hyderabad
This problem occurred because family member threatening me,Domestic Violence,2022-04-22,Hyderabad
This problem occurred because family member threatening me,Domestic Violence,2024-07-15,Pune
This problem occurred because family member threatening me,Domestic Violence,2024-09-25,Hyderabad
I am writing to report that family member threatening me,Domestic Violence,2023-10-11,Bangalore
I want to complain that unsafe living conditions due to violence,Domestic Violence,2022-12-07,Bangalore
facing mental harassment at home and no action has been taken,Domestic Violence,2024-04-03,Delhi
I am facing an issue where husband physically abused me,Domestic Violence,2023-01-30,Ahmedabad
I am facing an issue where husband physically abused me,Domestic Violence,2023-10-09,Hyderabad
Family member threatening me,Domestic Violence,2023-03-24,Chennai
Please help as husband physically abused me,Domestic Violence,2024-07-01,Mumbai
Unsafe living conditions due to violence,Domestic Violence,2023-11-26,Ahmedabad
Please help as family member threatening me,Domestic Violence,2024-03-28,Bangalore
Kindly look into the matter: husband physically abused me,Domestic Violence,2022-01-17,Ahmedabad
This is regarding that unsafe living conditions due to violence,Domestic Violence,2023-09-14,Kolkata
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2023-11-25,Mumbai
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2024-07-15,Delhi
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2024-04-16,Hyderabad
Please help as family member threatening me,Domestic Violence,2023-06-06,Kolkata
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2023-02-26,Hyderabad
This is regarding that unsafe living conditions due to violence,Domestic Violence,2024-06-23,Pune
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2023-01-07,Chennai
domestic abuse by partner and no action has been taken,Domestic Violence,2022-04-09,Delhi
I am facing an issue where domestic abuse by partner,Domestic Violence,2024-11-23,Chennai
Facing mental harassment at home,Domestic Violence,2023-01-09,Mumbai
Family member threatening me,Domestic Violence,2023-05-26,Hyderabad
husband physically abused me and no action has been taken,Domestic Violence,2023-10-08,Hyderabad
I am facing an issue where facing mental harassment at home,Domestic Violence,2024-07-22,Delhi
This is regarding that domestic abuse by partner,Domestic Violence,2022-08-01,Chennai
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2022-03-02,Hyderabad
This problem occurred because family member threatening me,Domestic Violence,2022-03-30,Mumbai
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2023-03-22,Hyderabad
facing mental harassment at home and no action has been taken,Domestic Violence,2024-04-13,Pune
I am writing to report that facing mental harassment at home,Domestic Violence,2023-07-19,Delhi
domestic abuse by partner and no action has been taken,Domestic Violence,2022-05-05,Pune
I need help since facing mental harassment at home,Domestic Violence,2023-10-23,Kolkata
This problem occurred because family member threatening me,Domestic Violence,2022-04-30,Mumbai
I am facing an issue where domestic abuse by partner,Domestic Violence,2024-05-14,Mumbai
This is regarding that domestic abuse by partner,Domestic Violence,2024-01-05,Delhi
Family member threatening me,Domestic Violence,2023-09-02,Mumbai
Please help as unsafe living conditions due to violence,Domestic Violence,2022-04-06,Chennai
I am writing to report that domestic abuse by partner,Domestic Violence,2023-10-16,Chennai
Please help as facing mental harassment at home,Domestic Violence,2022-09-16,Mumbai
I am facing an issue where facing mental harassment at home,Domestic Violence,2024-08-06,Pune
I want to complain that husband physically abused me,Domestic Violence,2024-01-25,Mumbai
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2022-09-01,Kolkata
I want to complain that unsafe living conditions due to violence,Domestic Violence,2024-02-12,Bangalore
I am facing an issue where domestic abuse by partner,Domestic Violence,2022-02-10,Ahmedabad
I want to complain that unsafe living conditions due to violence,Domestic Violence,2022-06-12,Hyderabad
This problem occurred because husband physically abused me,Domestic Violence,2024-12-11,Chennai
This is regarding that domestic abuse by partner,Domestic Violence,2023-09-26,Ahmedabad
husband physically abused me and no action has been taken,Domestic Violence,2023-12-10,Hyderabad
I need help since facing mental harassment at home,Domestic Violence,2023-03-31,Chennai
family member threatening me and no action has been taken,Domestic Violence,2024-10-05,Chennai
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2022-12-16,Mumbai
I am writing to report that facing mental harassment at home,Domestic Violence,2024-06-06,Hyderabad
I want to complain that husband physically abused me,Domestic Violence,2024-04-24,Hyderabad
I want to complain that husband physically abused me,Domestic Violence,2022-08-07,Hyderabad
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2024-06-01,Chennai
I am writing to report that family member threatening me,Domestic Violence,2024-05-05,Ahmedabad
family member threatening me and no action has been taken,Domestic Violence,2024-06-27,Bangalore
Please help as facing mental harassment at home,Domestic Violence,2023-10-16,Mumbai
I want to complain that unsafe living conditions due to violence,Domestic Violence,2024-12-12,Pune
This is regarding that domestic abuse by partner,Domestic Violence,2023-06-25,Pune
I am writing to report that husband physically abused me,Domestic Violence,2024-08-31,Chennai
This is regarding that family member threatening me,Domestic Violence,2022-05-28,Kolkata
Kindly look into the matter: family member threatening me,Domestic Violence,2022-07-09,Delhi
Please help as domestic abuse by partner,Domestic Violence,2022-04-13,Mumbai
Domestic abuse by partner,Domestic Violence,2022-06-23,Hyderabad
Please help as facing mental harassment at home,Domestic Violence,2023-04-02,Hyderabad
I need help since facing mental harassment at home,Domestic Violence,2022-04-12,Pune
I need help since family member threatening me,Domestic Violence,2022-02-10,Delhi
This problem occurred because husband physically abused me,Domestic Violence,2022-06-21,Delhi
This is regarding that family member threatening me,Domestic Violence,2024-11-08,Kolkata
This is regarding that domestic abuse by partner,Domestic Violence,2024-03-30,Chennai
Please help as domestic abuse by partner,Domestic Violence,2023-10-12,Bangalore
I am writing to report that facing mental harassment at home,Domestic Violence,2023-05-26,Ahmedabad
I want to complain that husband physically abused me,Domestic Violence,2023-02-11,Kolkata
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2023-11-26,Chennai
family member threatening me and no action has been taken,Domestic Violence,2022-02-11,Ahmedabad
Please help as domestic abuse by partner,Domestic Violence,2024-04-22,Mumbai
I am writing to report that domestic abuse by partner,Domestic Violence,2022-10-21,Hyderabad
I need help since family member threatening me,Domestic Violence,2024-01-11,Hyderabad
This problem occurred because family member threatening me,Domestic Violence,2022-05-06,Mumbai
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2024-02-27,Kolkata
I am writing to report that family member threatening me,Domestic Violence,2022-03-06,Chennai
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2024-06-24,Pune
Please help as husband physically abused me,Domestic Violence,2024-03-09,Delhi
I am writing to report that husband physically abused me,Domestic Violence,2023-06-18,Hyderabad
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2023-10-14,Bangalore
I want to complain that facing mental harassment at home,Domestic Violence,2024-12-23,Chennai
Unsafe living conditions due to violence,Domestic Violence,2023-04-23,Chennai
I am facing an issue where husband physically abused me,Domestic Violence,2022-11-26,Pune
family member threatening me and no action has been taken,Domestic Violence,2024-06-24,Delhi
I need help since unsafe living conditions due to violence,Domestic Violence,2023-08-04,Ahmedabad
I am writing to report that facing mental harassment at home,Domestic Violence,2022-07-21,Delhi
I want to complain that facing mental harassment at home,Domestic Violence,2024-04-05,Pune
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2022-10-08,Ahmedabad
This problem occurred because domestic abuse by partner,Domestic Violence,2023-11-05,Kolkata
I need help since facing mental harassment at home,Domestic Violence,2024-02-20,Delhi
I am facing an issue where family member threatening me,Domestic Violence,2023-01-19,Ahmedabad
domestic abuse by partner and no action has been taken,Domestic Violence,2024-12-08,Bangalore
I am writing to report that husband physically abused me,Domestic Violence,2022-12-27,Delhi
I am writing to report that domestic abuse by partner,Domestic Violence,2022-05-23,Kolkata
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2023-02-04,Kolkata
I need help since domestic abuse by partner,Domestic Violence,2023-12-13,Ahmedabad
I want to complain that family member threatening me,Domestic Violence,2023-06-11,Delhi
Kindly look into the matter: family member threatening me,Domestic Violence,2023-02-27,Chennai
I need help since husband physically abused me,Domestic Violence,2024-04-21,Mumbai
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2023-09-27,Hyderabad
This problem occurred because facing mental harassment at home,Domestic Violence,2024-07-27,Pune
Kindly look into the matter: family member threatening me,Domestic Violence,2024-06-21,Kolkata
Husband physically abused me,Domestic Violence,2024-10-25,Bangalore
Please help as husband physically abused me,Domestic Violence,2024-11-21,Pune
I am writing to report that family member threatening me,Domestic Violence,2022-09-30,Ahmedabad
I need help since facing mental harassment at home,Domestic Violence,2024-07-31,Delhi
I am writing to report that family member threatening me,Domestic Violence,2023-06-24,Kolkata
I am facing an issue where facing mental harassment at home,Domestic Violence,2023-04-12,Chennai
I need help since family member threatening me,Domestic Violence,2022-01-08,Chennai
domestic abuse by partner and no action has been taken,Domestic Violence,2024-03-10,Pune
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2022-07-23,Hyderabad
Husband physically abused me,Domestic Violence,2023-02-10,Delhi
I need help since facing mental harassment at home,Domestic Violence,2022-07-04,Mumbai
I am facing an issue where facing mental harassment at home,Domestic Violence,2022-11-06,Delhi
I am writing to report that domestic abuse by partner,Domestic Violence,2022-10-13,Bangalore
Please help as unsafe living conditions due to violence,Domestic Violence,2024-12-30,Mumbai
I am facing an issue where domestic abuse by partner,Domestic Violence,2022-12-07,Ahmedabad
This problem occurred because family member threatening me,Domestic Violence,2024-04-26,Kolkata
I am writing to report that husband physically abused me,Domestic Violence,2023-02-17,Delhi
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2024-09-22,Mumbai
Facing mental harassment at home,Domestic Violence,2023-12-11,Pune
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2024-07-22,Mumbai
This is regarding that facing mental harassment at home,Domestic Violence,2023-10-16,Kolkata
This is regarding that domestic abuse by partner,Domestic Violence,2022-01-27,Hyderabad
family member threatening me and no action has been taken,Domestic Violence,2023-12-08,Mumbai
I need help since domestic abuse by partner,Domestic Violence,2023-11-07,Pune
I am facing an issue where facing mental harassment at home,Domestic Violence,2022-11-02,Chennai
This is regarding that unsafe living conditions due to violence,Domestic Violence,2024-08-07,Mumbai
I need help since domestic abuse by partner,Domestic Violence,2024-08-07,Pune
Family member threatening me,Domestic Violence,2024-05-18,Delhi
I want to complain that facing mental harassment at home,Domestic Violence,2024-06-28,Chennai
I am writing to report that husband physically abused me,Domestic Violence,2023-10-23,Pune
I want to complain that domestic abuse by partner,Domestic Violence,2024-10-15,Ahmedabad
Unsafe living conditions due to violence,Domestic Violence,2022-08-02,Pune
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2022-01-13,Ahmedabad
I am writing to report that domestic abuse by partner,Domestic Violence,2024-01-03,Bangalore
I am writing to report that family member threatening me,Domestic Violence,2022-03-18,Chennai
I want to complain that facing mental harassment at home,Domestic Violence,2022-08-28,Hyderabad
Unsafe living conditions due to violence,Domestic Violence,2023-09-10,Hyderabad
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2022-02-05,Pune
Husband physically abused me,Domestic Violence,2022-08-07,Ahmedabad
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2022-12-23,Pune
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2023-07-14,Hyderabad
This problem occurred because facing mental harassment at home,Domestic Violence,2024-10-23,Hyderabad
I am writing to report that family member threatening me,Domestic Violence,2024-09-25,Hyderabad
I am writing to report that domestic abuse by partner,Domestic Violence,2023-07-16,Delhi
domestic abuse by partner and no action has been taken,Domestic Violence,2024-09-23,Chennai
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2023-04-26,Delhi
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2023-12-11,Ahmedabad
Family member threatening me,Domestic Violence,2023-01-05,Hyderabad
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2024-09-19,Ahmedabad
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2023-06-30,Pune
I am writing to report that facing mental harassment at home,Domestic Violence,2022-05-12,Ahmedabad
Kindly look into the matter: husband physically abused me,Domestic Violence,2023-08-20,Kolkata
Please help as unsafe living conditions due to violence,Domestic Violence,2024-02-11,Kolkata
This is regarding that facing mental harassment at home,Domestic Violence,2022-05-18,Delhi
This is regarding that facing mental harassment at home,Domestic Violence,2024-02-15,Ahmedabad
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2022-10-07,Delhi
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2022-05-17,Kolkata
This is regarding that domestic abuse by partner,Domestic Violence,2024-10-05,Chennai
This is regarding that domestic abuse by partner,Domestic Violence,2022-09-12,Kolkata
I am writing to report that family member threatening me,Domestic Violence,2024-02-04,Chennai
Please help as domestic abuse by partner,Domestic Violence,2023-01-14,Pune
Family member threatening me,Domestic Violence,2024-05-03,Chennai
This is regarding that unsafe living conditions due to violence,Domestic Violence,2023-03-08,Delhi
This problem occurred because facing mental harassment at home,Domestic Violence,2023-09-22,Delhi
I am writing to report that domestic abuse by partner,Domestic Violence,2024-10-30,Delhi
Unsafe living conditions due to violence,Domestic Violence,2023-08-12,Kolkata
Husband physically abused me,Domestic Violence,2022-09-21,Kolkata
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2023-12-04,Delhi
I want to complain that domestic abuse by partner,Domestic Violence,2024-11-03,Hyderabad
Facing mental harassment at home,Domestic Violence,2023-03-17,Ahmedabad
I am writing to report that domestic abuse by partner,Domestic Violence,2023-06-14,Hyderabad
Please help as domestic abuse by partner,Domestic Violence,2022-12-08,Pune
Husband physically abused me,Domestic Violence,2024-04-24,Delhi
Husband physically abused me,Domestic Violence,2023-01-11,Hyderabad
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2022-10-29,Kolkata
This problem occurred because facing mental harassment at home,Domestic Violence,2024-06-26,Delhi
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2024-04-28,Chennai
Husband physically abused me,Domestic Violence,2024-01-31,Pune
I am facing an issue where family member threatening me,Domestic Violence,2024-06-17,Kolkata
This is regarding that husband physically abused me,Domestic Violence,2022-08-15,Chennai
I want to complain that facing mental harassment at home,Domestic Violence,2022-08-04,Delhi
This problem occurred because domestic abuse by partner,Domestic Violence,2024-09-27,Ahmedabad
This is regarding that unsafe living conditions due to violence,Domestic Violence,2024-01-10,Hyderabad
Please help as husband physically abused me,Domestic Violence,2024-03-29,Ahmedabad
I am facing an issue where husband physically abused me,Domestic Violence,2022-11-09,Hyderabad
I want to complain that family member threatening me,Domestic Violence,2022-02-22,Pune
This is regarding that facing mental harassment at home,Domestic Violence,2023-03-06,Mumbai
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2022-02-20,Chennai
I need help since husband physically abused me,Domestic Violence,2022-03-05,Kolkata
This problem occurred because family member threatening me,Domestic Violence,2024-07-18,Delhi
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2023-06-25,Chennai
I want to complain that husband physically abused me,Domestic Violence,2024-07-29,Ahmedabad
I am writing to report that facing mental harassment at home,Domestic Violence,2022-07-19,Pune
facing mental harassment at home and no action has been taken,Domestic Violence,2024-10-07,Kolkata
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2023-08-05,Ahmedabad
I am facing an issue where domestic abuse by partner,Domestic Violence,2022-05-23,Kolkata
I want to complain that facing mental harassment at home,Domestic Violence,2022-09-27,Ahmedabad
This is regarding that facing mental harassment at home,Domestic Violence,2024-10-27,Hyderabad
I need help since family member threatening me,Domestic Violence,2023-02-04,Pune
This is regarding that family member threatening me,Domestic Violence,2022-07-02,Mumbai
I am writing to report that husband physically abused me,Domestic Violence,2022-08-04,Hyderabad
I need help since husband physically abused me,Domestic Violence,2024-04-20,Chennai
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2023-05-21,Mumbai
This problem occurred because facing mental harassment at home,Domestic Violence,2024-03-26,Bangalore
I am writing to report that husband physically abused me,Domestic Violence,2022-05-27,Hyderabad
Kindly look into the matter: family member threatening me,Domestic Violence,2022-03-12,Kolkata
I need help since unsafe living conditions due to violence,Domestic Violence,2022-05-29,Kolkata
This is regarding that husband physically abused me,Domestic Violence,2024-12-30,Mumbai
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2024-09-25,Chennai
